YEAR,MO,DY,HR,UV,Tem,Hum
2022,2,28,9,6.55,32.99,13.92
2022,2,28,10,10.05,35,13.61
2022,2,28,11,12.2,36.5,13.24
2022,2,28,12,12.2,37.47,12.88
2022,2,28,13,9.65,37.9,12.57
2022,2,28,14,6.88,37.76,12.39
2022,2,28,15,3.45,37.09,12.33
2022,2,28,16,0.98,35.73,12.63
2022,2,28,17,0.05,32.83,14.16
2022,2,28,18,0,30.76,14.34
2022,2,28,19,0,29.44,15.01
2022,2,28,20,0,28.26,15.69
2022,2,28,21,0,27.51,15.99
2022,2,28,22,0,26.9,16.24
2022,2,28,23,0,26.39,16.3
2022,3,1,0,0,26.02,16.11
2022,3,1,1,0,25.62,15.93
2022,3,1,2,0,25.21,15.87
2022,3,1,3,0,24.79,15.75
2022,3,1,4,0,24.4,15.62
2022,3,1,5,0,24.05,15.5
2022,3,1,6,0.02,25.28,15.5
2022,3,1,7,0.67,28.29,14.77
2022,3,1,8,2.92,31.25,13.92
2022,3,1,9,6.42,33.44,13.85
2022,3,1,10,9.4,35.02,13.85
2022,3,1,11,9.92,36.12,13.61
2022,3,1,12,10.48,36.68,13.37
2022,3,1,13,8.88,36.74,13.12
2022,3,1,14,6.5,36.45,12.88
2022,3,1,15,3.23,35.84,12.7
2022,3,1,16,0.95,34.74,12.82
2022,3,1,17,0.05,32.44,13.85
2022,3,1,18,0,30.58,13.92
2022,3,1,19,0,29.32,14.28
2022,3,1,20,0,27.94,15.14
2022,3,1,21,0,27.02,15.87
2022,3,1,22,0,26.41,16.42
2022,3,1,23,0,25.97,16.72
2022,3,2,0,0,25.59,16.85
2022,3,2,1,0,25.22,16.85
2022,3,2,2,0,24.88,16.72
2022,3,2,3,0,24.62,16.48
2022,3,2,4,0,24.45,16.24
2022,3,2,5,0,24.28,16.05
2022,3,2,6,0.02,25.1,15.75
2022,3,2,7,0.52,27.29,14.89
2022,3,2,8,2.08,30.26,13.24
2022,3,2,9,4.73,32.69,12.57
2022,3,2,10,6.88,34.54,12.33
2022,3,2,11,8.5,35.67,12.02
2022,3,2,12,9.1,36.25,11.78
2022,3,2,13,7.85,36.26,11.72
2022,3,2,14,5.92,35.78,11.84
2022,3,2,15,2.98,34.87,12.15
2022,3,2,16,0.73,33.51,12.94
2022,3,2,17,0.05,30.78,14.95
2022,3,2,18,0,28.6,15.56
2022,3,2,19,0,27.63,16.05
2022,3,2,20,0,27.05,16.6
2022,3,2,21,0,26.58,17.15
2022,3,2,22,0,26.07,17.64
2022,3,2,23,0,25.73,17.94
2022,3,3,0,0,25.42,17.82
2022,3,3,1,0,25.04,17.46
2022,3,3,2,0,24.83,17.03
2022,3,3,3,0,24.73,16.54
2022,3,3,4,0,24.55,16.17
2022,3,3,5,0,24.3,15.87
2022,3,3,6,0.02,25.37,15.62
2022,3,3,7,0.75,27.87,14.95
2022,3,3,8,3.02,31.33,14.1
2022,3,3,9,6.35,33.83,13.73
2022,3,3,10,8.27,35.47,13.55
2022,3,3,11,11.12,36.66,13.37
2022,3,3,12,10.52,37.39,13.24
2022,3,3,13,8.95,37.7,13.06
2022,3,3,14,6.8,37.4,13
2022,3,3,15,3.27,36.36,13
2022,3,3,16,1.02,35.09,13.31
2022,3,3,17,0.05,32.77,14.47
2022,3,3,18,0,30.97,14.59
2022,3,3,19,0,29.8,15.01
2022,3,3,20,0,28.77,15.69
2022,3,3,21,0,28.06,16.17
2022,3,3,22,0,27.57,16.66
2022,3,3,23,0,27.22,16.72
2022,3,4,0,0,26.78,16.36
2022,3,4,1,0,26.4,16.11
2022,3,4,2,0,26.1,16.05
2022,3,4,3,0,25.87,16.05
2022,3,4,4,0,25.68,16.11
2022,3,4,5,0,25.51,15.81
2022,3,4,6,0.02,26.15,15.75
2022,3,4,7,0.7,28.62,14.47
2022,3,4,8,3,31.92,13.12
2022,3,4,9,6.45,34.44,12.7
2022,3,4,10,9.58,36.17,12.51
2022,3,4,11,11.48,37.55,12.33
2022,3,4,12,11.23,38.51,12.15
2022,3,4,13,8.77,38.82,11.96
2022,3,4,14,6.1,38.59,11.84
2022,3,4,15,3.25,37.63,11.9
2022,3,4,16,0.95,35.64,12.45
2022,3,4,17,0.05,32.82,13.49
2022,3,4,18,0,30.1,14.77
2022,3,4,19,0,28.27,15.87
2022,3,4,20,0,27.4,16.36
2022,3,4,21,0,27.01,16.54
2022,3,4,22,0,26.69,16.66
2022,3,4,23,0,26.36,16.78
2022,3,5,0,0,26.08,16.78
2022,3,5,1,0,25.79,16.85
2022,3,5,2,0,25.55,16.78
2022,3,5,3,0,25.28,16.78
2022,3,5,4,0,25.04,16.72
2022,3,5,5,0,24.8,16.78
2022,3,5,6,0.02,25.37,16.78
2022,3,5,7,0.73,27.87,15.93
2022,3,5,8,2.9,31.14,14.95
2022,3,5,9,6.6,33.66,14.71
2022,3,5,10,9.45,35.22,14.59
2022,3,5,11,10.27,36.24,14.34
2022,3,5,12,9.23,36.46,14.16
2022,3,5,13,7.67,36.12,14.16
2022,3,5,14,6.08,35.18,14.28
2022,3,5,15,2.8,33.92,14.53
2022,3,5,16,0.83,32.26,15.08
2022,3,5,17,0.05,30.35,15.81
2022,3,5,18,0,28.98,16.42
2022,3,5,19,0,28.19,16.85
2022,3,5,20,0,27.61,17.21
2022,3,5,21,0,27.12,17.46
2022,3,5,22,0,26.68,17.52
2022,3,5,23,0,26.29,17.64
2022,3,6,0,0,25.94,17.7
2022,3,6,1,0,25.6,17.7
2022,3,6,2,0,25.31,17.64
2022,3,6,3,0,25.02,17.58
2022,3,6,4,0,24.71,17.52
2022,3,6,5,0,24.42,17.46
2022,3,6,6,0.02,25.21,17.27
2022,3,6,7,0.75,27.4,16.42
2022,3,6,8,2.98,29.94,15.38
2022,3,6,9,6.6,32.5,14.59
2022,3,6,10,9.7,34.58,13.98
2022,3,6,11,10.4,36.11,13.55
2022,3,6,12,9.73,37.06,13.12
2022,3,6,13,8.75,37.15,12.7
2022,3,6,14,6.52,36.48,12.51
2022,3,6,15,3.25,35.09,12.63
2022,3,6,16,1,33.5,13.06
2022,3,6,17,0.05,31.53,13.73
2022,3,6,18,0,29.54,14.53
2022,3,6,19,0,28.26,15.26
2022,3,6,20,0,27.32,15.99
2022,3,6,21,0,26.63,16.6
2022,3,6,22,0,26.17,17.09
2022,3,6,23,0,25.93,17.4
2022,3,7,0,0,25.67,17.64
2022,3,7,1,0,25.32,17.88
2022,3,7,2,0,25.17,17.82
2022,3,7,3,0,24.87,17.76
2022,3,7,4,0,24.55,17.52
2022,3,7,5,0,24.25,17.27
2022,3,7,6,0.02,25.23,17.03
2022,3,7,7,0.83,27.77,16.42
2022,3,7,8,3.08,30.42,15.62
2022,3,7,9,6.8,32.58,15.2
2022,3,7,10,9.83,34.45,14.53
2022,3,7,11,11.45,35.94,13.67
2022,3,7,12,11.02,36.91,12.82
2022,3,7,13,8.73,37.26,12.08
2022,3,7,14,6.88,36.82,11.66
2022,3,7,15,3.5,35.54,11.72
2022,3,7,16,1.08,33.51,12.33
2022,3,7,17,0.05,30.98,13.31
2022,3,7,18,0,28.8,14.22
2022,3,7,19,0,27.53,15.01
2022,3,7,20,0,26.87,15.44
2022,3,7,21,0,26.37,15.62
2022,3,7,22,0,25.84,15.69
2022,3,7,23,0,25.41,15.44
2022,3,8,0,0,24.83,15.01
2022,3,8,1,0,24.3,14.59
2022,3,8,2,0,23.77,14.16
2022,3,8,3,0,23.32,13.73
2022,3,8,4,0,22.69,13.49
2022,3,8,5,0,22.31,13.24
2022,3,8,6,0.02,23.56,13.31
2022,3,8,7,0.9,26.57,12.76
2022,3,8,8,3.4,29.56,12.45
2022,3,8,9,7.17,32.41,12.02
2022,3,8,10,10.9,34.89,11.6
2022,3,8,11,12.27,36.7,11.23
2022,3,8,12,12.35,37.86,11.05
2022,3,8,13,10.3,38.35,10.93
2022,3,8,14,7.7,38.24,10.86
2022,3,8,15,3.85,37.55,10.93
2022,3,8,16,1.15,36.08,11.35
2022,3,8,17,0.08,33.06,12.94
2022,3,8,18,0,30.46,14.16
2022,3,8,19,0,28.6,15.81
2022,3,8,20,0,27.38,16.6
2022,3,8,21,0,26.62,16.91
2022,3,8,22,0,26.16,16.85
2022,3,8,23,0,25.83,16.66
2022,3,9,0,0,25.45,16.48
2022,3,9,1,0,25.04,16.3
2022,3,9,2,0,24.72,16.17
2022,3,9,3,0,24.48,16.11
2022,3,9,4,0,24.17,16.05
2022,3,9,5,0,23.87,16.05
2022,3,9,6,0.05,24.91,16.11
2022,3,9,7,0.92,27.53,16.05
2022,3,9,8,3.33,30.17,15.69
2022,3,9,9,7.23,32.57,15.2
2022,3,9,10,9.08,34.35,14.83
2022,3,9,11,10.48,35.81,14.4
2022,3,9,12,10.48,36.55,13.92
2022,3,9,13,8.2,37.3,13.31
2022,3,9,14,6.58,37.63,12.82
2022,3,9,15,3.52,37.21,12.33
2022,3,9,16,1.08,35.9,12.33
2022,3,9,17,0.08,33.36,13.85
2022,3,9,18,0,31.17,13.61
2022,3,9,19,0,28.96,13.92
2022,3,9,20,0,27.48,14.04
2022,3,9,21,0,26.42,14.28
2022,3,9,22,0,25.83,14.4
2022,3,9,23,0,25.5,14.53
2022,3,10,0,0,25.14,14.65
2022,3,10,1,0,24.74,14.77
2022,3,10,2,0,24.3,14.83
2022,3,10,3,0,23.89,14.89
2022,3,10,4,0,23.58,14.95
2022,3,10,5,0,23.48,14.95
2022,3,10,6,0.05,24.44,14.89
2022,3,10,7,0.9,27.48,14.1
2022,3,10,8,3.27,30.31,13.73
2022,3,10,9,6.55,32.72,13.55
2022,3,10,10,8.25,34.3,13.49
2022,3,10,11,8.8,35.79,13.31
2022,3,10,12,8.15,36.98,13
2022,3,10,13,6.67,37.55,12.57
2022,3,10,14,5.45,37.62,12.15
2022,3,10,15,3.02,37.15,11.84
2022,3,10,16,0.88,35.87,11.78
2022,3,10,17,0.05,33.19,12.76
2022,3,10,18,0,30.45,13
2022,3,10,19,0,28.41,13.61
2022,3,10,20,0,26.99,14.4
2022,3,10,21,0,26.14,14.95
2022,3,10,22,0,25.66,15.32
2022,3,10,23,0,25.29,15.62
2022,3,11,0,0,24.89,15.81
2022,3,11,1,0,24.44,15.87
2022,3,11,2,0,23.97,15.93
2022,3,11,3,0,23.5,15.99
2022,3,11,4,0,23.07,15.99
2022,3,11,5,0,22.69,16.05
2022,3,11,6,0.05,23.67,16.05
2022,3,11,7,0.88,26.65,14.95
2022,3,11,8,3.23,29.81,13.49
2022,3,11,9,6.83,32.51,12.33
2022,3,11,10,10.08,34.91,11.05
2022,3,11,11,11.65,36.86,10.13
2022,3,11,12,11.62,38.24,9.58
2022,3,11,13,8.33,38.95,9.28
2022,3,11,14,6.85,39.06,9.03
2022,3,11,15,3.23,38.5,9.03
2022,3,11,16,1,37.16,9.34
2022,3,11,17,0.05,33.47,12.02
2022,3,11,18,0,30.89,11.96
2022,3,11,19,0,29.36,13.12
2022,3,11,20,0,28.24,14.16
2022,3,11,21,0,27.55,14.89
2022,3,11,22,0,27.05,15.32
2022,3,11,23,0,26.61,15.62
2022,3,12,0,0,26.2,15.87
2022,3,12,1,0,25.76,16.3
2022,3,12,2,0,25.26,16.6
2022,3,12,3,0,24.82,16.91
2022,3,12,4,0,24.44,17.09
2022,3,12,5,0,23.92,17.15
2022,3,12,6,0.05,24.73,17.09
2022,3,12,7,0.8,27.35,15.99
2022,3,12,8,3.08,30.37,14.34
2022,3,12,9,7.02,33.15,13.06
2022,3,12,10,9.35,35.32,12.27
2022,3,12,11,8.73,36.97,11.78
2022,3,12,12,8.08,38.07,11.66
2022,3,12,13,5.58,38.29,11.72
2022,3,12,14,3.38,37.62,11.9
2022,3,12,15,1.48,36.34,12.45
2022,3,12,16,0.67,34.11,13.55
2022,3,12,17,0.05,31.38,14.89
2022,3,12,18,0,29.31,15.81
2022,3,12,19,0,28.16,16.17
2022,3,12,20,0,27.69,16.3
2022,3,12,21,0,27.47,16.42
2022,3,12,22,0,27.31,16.48
2022,3,12,23,0,27.13,16.54
2022,3,13,0,0,26.94,16.6
2022,3,13,1,0,26.78,16.6
2022,3,13,2,0,26.62,16.6
2022,3,13,3,0,26.51,16.54
2022,3,13,4,0,26.4,16.48
2022,3,13,5,0,25.97,16.48
2022,3,13,6,0.05,26.86,16.42
2022,3,13,7,0.98,29.43,15.69
2022,3,13,8,3.55,31.97,15.44
2022,3,13,9,7.48,34.07,15.44
2022,3,13,10,8.9,35.55,15.38
2022,3,13,11,9.73,36.11,15.32
2022,3,13,12,10.25,36.5,15.26
2022,3,13,13,9.73,36.73,15.26
2022,3,13,14,7.52,35.97,15.32
2022,3,13,15,3.83,35.15,15.5
2022,3,13,16,1.17,33.99,15.81
2022,3,13,17,0.08,32.48,16.17
2022,3,13,18,0,30.84,16.66
2022,3,13,19,0,29.48,17.15
2022,3,13,20,0,28.44,17.46
2022,3,13,21,0,27.85,17.64
2022,3,13,22,0,27.51,17.7
2022,3,13,23,0,27.31,17.64
2022,3,14,0,0,27.2,17.4
2022,3,14,1,0,27.11,17.15
2022,3,14,2,0,26.9,16.91
2022,3,14,3,0,26.47,16.85
2022,3,14,4,0,26.08,16.78
2022,3,14,5,0,25.76,16.72
2022,3,14,6,0.05,26.53,16.6
2022,3,14,7,0.95,29.47,16.17
2022,3,14,8,3.27,32.41,15.93
2022,3,14,9,7.48,34.79,15.75
2022,3,14,10,10.48,36.48,15.56
2022,3,14,11,12.58,37.41,15.38
2022,3,14,12,13.45,37.92,15.26
2022,3,14,13,9.7,37.35,15.26
2022,3,14,14,7.4,36.43,15.32
2022,3,14,15,3.67,35.23,15.5
2022,3,14,16,1.12,33.67,15.81
2022,3,14,17,0.08,31.98,16.11
2022,3,14,18,0,30.48,16.54
2022,3,14,19,0,29.24,17.15
2022,3,14,20,0,28.3,17.64
2022,3,14,21,0,27.69,18.07
2022,3,14,22,0,27.37,18.31
2022,3,14,23,0,27.16,18.43
2022,3,15,0,0,27.01,18.49
2022,3,15,1,0,26.84,18.49
2022,3,15,2,0,26.62,18.49
2022,3,15,3,0,26.3,18.49
2022,3,15,4,0,25.91,18.55
2022,3,15,5,0,25.65,18.55
2022,3,15,6,0.05,26.48,18.37
2022,3,15,7,0.92,28.8,17.58
2022,3,15,8,3.45,31.62,16.72
2022,3,15,9,7.15,34.15,16.17
2022,3,15,10,9.45,36.2,15.2
2022,3,15,11,11.12,37.8,14.28
2022,3,15,12,10.7,38.8,13.61
2022,3,15,13,9.02,39.04,13.24
2022,3,15,14,6.55,38.7,13
2022,3,15,15,3.27,37.58,13.06
2022,3,15,16,0.98,36.05,13.31
2022,3,15,17,0.05,33.64,13.92
2022,3,15,18,0,31.12,14.83
2022,3,15,19,0,29.15,16.05
2022,3,15,20,0,27.99,16.91
2022,3,15,21,0,27.46,17.4
2022,3,15,22,0,27.12,17.58
2022,3,15,23,0,26.86,17.7
2022,3,16,0,0,26.58,17.76
2022,3,16,1,0,26.29,17.82
2022,3,16,2,0,26.04,17.88
2022,3,16,3,0,25.89,17.88
2022,3,16,4,0,25.8,17.82
2022,3,16,5,0,25.64,17.76
2022,3,16,6,0.05,26.18,17.58
2022,3,16,7,0.83,28.24,16.91
2022,3,16,8,2.77,31.03,16.11
2022,3,16,9,5.5,33.69,15.62
2022,3,16,10,7.77,35.55,15.2
2022,3,16,11,9.42,36.74,14.71
2022,3,16,12,9.55,37.01,14.16
2022,3,16,13,6.95,36.83,13.79
2022,3,16,14,6.05,36.23,13.55
2022,3,16,15,3,35.19,13.43
2022,3,16,16,0.98,33.56,13.49
2022,3,16,17,0.05,31.4,13.61
2022,3,16,18,0,29.47,13.92
2022,3,16,19,0,28.24,14.4
2022,3,16,20,0,27.57,15.01
2022,3,16,21,0,27.12,15.56
2022,3,16,22,0,26.69,15.99
2022,3,16,23,0,26.3,16.24
2022,3,17,0,0,25.91,16.42
2022,3,17,1,0,25.56,16.6
2022,3,17,2,0,25.35,16.66
2022,3,17,3,0,25.24,16.66
2022,3,17,4,0,25.17,16.6
2022,3,17,5,0,25.05,16.6
2022,3,17,6,0.05,25.8,16.48
2022,3,17,7,0.85,27.8,15.93
2022,3,17,8,3,30.38,15.5
2022,3,17,9,6.27,32.76,15.26
2022,3,17,10,8.48,34.78,15.14
2022,3,17,11,9.55,36.26,14.89
2022,3,17,12,8.95,37.27,14.53
2022,3,17,13,7.17,37.69,14.1
2022,3,17,14,6.17,37.49,13.67
2022,3,17,15,3.17,36.66,13.24
2022,3,17,16,0.92,35.26,13
2022,3,17,17,0.05,33.26,12.94
2022,3,17,18,0,31.04,12.94
2022,3,17,19,0,29.28,13.31
2022,3,17,20,0,27.94,13.67
2022,3,17,21,0,27.12,14.16
2022,3,17,22,0,26.59,14.77
2022,3,17,23,0,26.15,15.56
2022,3,18,0,0,25.76,16.48
2022,3,18,1,0,25.43,17.21
2022,3,18,2,0,25.15,17.7
2022,3,18,3,0,24.94,17.88
2022,3,18,4,0,24.73,17.94
2022,3,18,5,0,24.59,17.94
2022,3,18,6,0.05,25.61,17.82
2022,3,18,7,0.88,27.87,17.03
2022,3,18,8,3.05,30.62,15.99
2022,3,18,9,6.1,33.59,15.2
2022,3,18,10,8.1,35.62,14.89
2022,3,18,11,8.17,36.92,14.59
2022,3,18,12,8.17,37.7,14.28
2022,3,18,13,6.98,37.94,14.1
2022,3,18,14,5.58,37.3,13.98
2022,3,18,15,2.83,36.26,13.98
2022,3,18,16,0.85,34.86,14.16
2022,3,18,17,0.05,33.16,14.71
2022,3,18,18,0,31.63,15.2
2022,3,18,19,0,30.46,15.5
2022,3,18,20,0,29.46,15.87
2022,3,18,21,0,28.75,16.11
2022,3,18,22,0,28.24,16.3
2022,3,18,23,0,27.86,16.42
2022,3,19,0,0,27.43,16.54
2022,3,19,1,0,26.83,16.72
2022,3,19,2,0,26.4,16.91
2022,3,19,3,0,26.12,17.03
2022,3,19,4,0,25.99,17.09
2022,3,19,5,0,25.9,17.09
2022,3,19,6,0.05,26.41,17.15
2022,3,19,7,0.77,28.69,16.3
2022,3,19,8,2.83,31.9,15.14
2022,3,19,9,6.02,34.62,14.47
2022,3,19,10,9.02,36.8,13.92
2022,3,19,11,11.12,38.46,13.61
2022,3,19,12,11.33,39.46,13.43
2022,3,19,13,8.6,39.62,13.37
2022,3,19,14,6.58,38.42,13.43
2022,3,19,15,3.25,36.65,13.85
2022,3,19,16,0.98,34.4,14.34
2022,3,19,17,0.05,31.98,14.77
2022,3,19,18,0,29.96,15.5
2022,3,19,19,0,28.9,16.42
2022,3,19,20,0,28.23,17.21
2022,3,19,21,0,27.73,17.76
2022,3,19,22,0,27.31,18.13
2022,3,19,23,0,26.94,18.31
2022,3,20,0,0,26.64,18.49
2022,3,20,1,0,26.31,18.55
2022,3,20,2,0,26.03,18.55
2022,3,20,3,0,25.76,18.55
2022,3,20,4,0,25.55,18.62
2022,3,20,5,0,25.55,18.68
2022,3,20,6,0.05,26.25,18.74
2022,3,20,7,0.92,28.07,18.19
2022,3,20,8,3.15,30.24,16.97
2022,3,20,9,6.23,32.35,16.17
2022,3,20,10,8.33,34.08,15.62
2022,3,20,11,9.62,35.28,15.2
2022,3,20,12,9.25,35.83,14.95
2022,3,20,13,8.7,35.83,14.77
2022,3,20,14,6.33,35.19,14.65
2022,3,20,15,3.27,33.83,14.71
2022,3,20,16,0.98,32.34,14.83
2022,3,20,17,0.05,30.46,15.2
2022,3,20,18,0,28.77,15.99
2022,3,20,19,0,27.66,16.97
2022,3,20,20,0,26.96,17.82
2022,3,20,21,0,26.66,18.25
2022,3,20,22,0,26.47,18.43
2022,3,20,23,0,26.2,18.55
2022,3,21,0,0,25.87,18.74
2022,3,21,1,0,25.6,18.86
2022,3,21,2,0,25.4,18.98
2022,3,21,3,0,25.24,19.1
2022,3,21,4,0,25.01,19.04
2022,3,21,5,0,24.87,18.98
2022,3,21,6,0.05,25.64,18.92
2022,3,21,7,0.92,27.14,18.74
2022,3,21,8,3.52,29.45,17.7
2022,3,21,9,6.08,31.54,16.78
2022,3,21,10,8.65,32.76,16.66
2022,3,21,11,10.4,33.22,16.72
2022,3,21,12,11,32.37,16.78
2022,3,21,13,9.08,30.95,17.46
2022,3,21,14,7,29.51,18.43
2022,3,21,15,3.65,28.51,19.04
2022,3,21,16,1.08,27.65,19.1
2022,3,21,17,0.05,26.65,18.98
2022,3,21,18,0,25.92,18.98
2022,3,21,19,0,25.72,19.04
2022,3,21,20,0,25.6,19.17
2022,3,21,21,0,25.49,19.23
2022,3,21,22,0,25.4,19.29
2022,3,21,23,0,25.32,19.35
2022,3,22,0,0,25.19,19.29
2022,3,22,1,0,25.19,19.29
2022,3,22,2,0,25.11,19.17
2022,3,22,3,0,24.99,19.04
2022,3,22,4,0,24.92,18.98
2022,3,22,5,0,24.85,18.92
2022,3,22,6,0.05,25.59,19.23
2022,3,22,7,0.92,26.76,19.23
2022,3,22,8,3.4,28.2,18.74
2022,3,22,9,6.17,29.56,18.13
2022,3,22,10,8.48,30.76,17.82
2022,3,22,11,10.08,31.55,17.58
2022,3,22,12,11.35,32.05,17.21
2022,3,22,13,8.35,32.34,16.97
2022,3,22,14,6.52,32.4,16.72
2022,3,22,15,3.42,32.09,16.36
2022,3,22,16,1.05,31.14,16.11
2022,3,22,17,0.05,29.12,16.72
2022,3,22,18,0,27.44,16.91
2022,3,22,19,0,26.73,17.27
2022,3,22,20,0,26.14,17.94
2022,3,22,21,0,25.76,18.43
2022,3,22,22,0,25.51,18.74
2022,3,22,23,0,25.3,18.86
2022,3,23,0,0,25.23,18.86
2022,3,23,1,0,25.2,18.74
2022,3,23,2,0,25.05,18.68
2022,3,23,3,0,24.88,18.55
2022,3,23,4,0,24.69,18.49
2022,3,23,5,0,24.52,18.43
2022,3,23,6,0.05,25.51,18.55
2022,3,23,7,1.05,27.37,18.31
2022,3,23,8,3.77,29.34,17.76
2022,3,23,9,7.4,30.96,17.33
2022,3,23,10,10.48,32.08,17.03
2022,3,23,11,12.85,32.54,16.85
2022,3,23,12,13.02,32.63,16.78
2022,3,23,13,10.05,32.55,16.6
2022,3,23,14,7.42,32.15,16.48
2022,3,23,15,3.65,31.52,16.48
2022,3,23,16,1.08,30.69,16.66
2022,3,23,17,0.08,29.23,17.58
2022,3,23,18,0,27.87,17.88
2022,3,23,19,0,27.43,17.88
2022,3,23,20,0,26.98,18.25
2022,3,23,21,0,26.55,18.68
2022,3,23,22,0,26.21,18.98
2022,3,23,23,0,25.91,19.17
2022,3,24,0,0,25.63,19.35
2022,3,24,1,0,25.44,19.41
2022,3,24,2,0,25.27,19.47
2022,3,24,3,0,25.13,19.47
2022,3,24,4,0,24.94,19.41
2022,3,24,5,0,24.76,19.35
2022,3,24,6,0.05,26,19.47
2022,3,24,7,0.95,27.94,18.86
2022,3,24,8,3.23,29.9,17.94
2022,3,24,9,6.23,31.42,17.33
2022,3,24,10,8.45,32.58,16.97
2022,3,24,11,11.85,33.33,16.78
2022,3,24,12,11.92,33.83,16.72
2022,3,24,13,10.38,33.92,16.6
2022,3,24,14,7.48,33.73,16.54
2022,3,24,15,3.77,33.1,16.42
2022,3,24,16,1.12,32.02,16.36
2022,3,24,17,0.05,30.22,16.72
2022,3,24,18,0,28.44,17.15
2022,3,24,19,0,27.59,17.64
2022,3,24,20,0,26.96,18.37
2022,3,24,21,0,26.51,18.98
2022,3,24,22,0,26.15,19.41
2022,3,24,23,0,25.88,19.65
2022,3,25,0,0,25.62,19.78
2022,3,25,1,0,25.44,19.71
2022,3,25,2,0,25.18,19.53
2022,3,25,3,0,25,19.35
2022,3,25,4,0,24.76,19.17
2022,3,25,5,0,24.54,18.98
2022,3,25,6,0.05,25.82,19.65
2022,3,25,7,1.1,27.65,19.59
2022,3,25,8,3.7,30.01,18.37
2022,3,25,9,7.23,31.85,17.4
2022,3,25,10,10.7,32.87,16.97
2022,3,25,11,12.8,33.29,16.66
2022,3,25,12,13.1,33.15,16.42
2022,3,25,13,11.05,32.82,16.24
2022,3,25,14,7.55,32.41,16.11
2022,3,25,15,3.77,31.88,16.05
2022,3,25,16,1.1,31.02,16.17
2022,3,25,17,0.05,29.33,17.09
2022,3,25,18,0,27.65,17.46
2022,3,25,19,0,27.06,17.52
2022,3,25,20,0,26.56,17.88
2022,3,25,21,0,26.12,18.49
2022,3,25,22,0,25.79,18.98
2022,3,25,23,0,25.56,19.29
2022,3,26,0,0,25.35,19.47
2022,3,26,1,0,25.14,19.53
2022,3,26,2,0,24.97,19.47
2022,3,26,3,0,24.85,19.41
2022,3,26,4,0,24.79,19.35
2022,3,26,5,0,24.75,19.23
2022,3,26,6,0.05,25.88,19.41
2022,3,26,7,1.05,27.76,18.92
2022,3,26,8,3.5,29.48,17.88
2022,3,26,9,7.05,31.05,17.15
2022,3,26,10,10.25,32.12,16.72
2022,3,26,11,12.05,33.08,16.36
2022,3,26,12,12.23,34.44,15.99
2022,3,26,13,9.23,35.47,15.62
2022,3,26,14,7.23,35.9,15.2
2022,3,26,15,3.62,35.67,14.95
2022,3,26,16,1.08,34.83,14.89
2022,3,26,17,0.05,32.81,16.97
2022,3,26,18,0,30.2,17.7
2022,3,26,19,0,28.97,17.03
2022,3,26,20,0,27.98,16.85
2022,3,26,21,0,27.15,17.27
2022,3,26,22,0,26.51,17.82
2022,3,26,23,0,26.01,18.13
2022,3,27,0,0,25.61,18.31
2022,3,27,1,0,25.26,18.37
2022,3,27,2,0,24.99,18.37
2022,3,27,3,0,24.73,18.37
2022,3,27,4,0,24.51,18.43
2022,3,27,5,0,24.33,18.43
2022,3,27,6,0.05,25.55,18.92
2022,3,27,7,0.85,27.49,18.68
2022,3,27,8,3.08,30.01,17.15
2022,3,27,9,6.83,32.19,16.6
2022,3,27,10,9.48,33.41,16.85
2022,3,27,11,11.05,34.12,16.97
2022,3,27,12,11.48,34.23,16.97
2022,3,27,13,9.9,34.33,16.91
2022,3,27,14,7.05,33.93,16.91
2022,3,27,15,3.5,33.47,16.97
2022,3,27,16,1.02,32.63,17.52
2022,3,27,17,0.05,30.85,18.98
2022,3,27,18,0,28.9,19.59
2022,3,27,19,0,28.02,18.62
2022,3,27,20,0,27.27,18.19
2022,3,27,21,0,26.7,18.19
2022,3,27,22,0,26.28,18.31
2022,3,27,23,0,25.92,18.49
2022,3,28,0,0,25.61,18.68
2022,3,28,1,0,25.41,18.86
2022,3,28,2,0,25.15,18.74
2022,3,28,3,0,24.95,18.62
2022,3,28,4,0,24.98,18.37
2022,3,28,5,0,25.01,18.19
2022,3,28,6,0.08,25.24,18.49
2022,3,28,7,1.15,26.57,18.13
2022,3,28,8,3.75,28.36,17.76
2022,3,28,9,7.45,30.48,16.85
2022,3,28,10,10.8,32.33,15.93
2022,3,28,11,11.73,33.99,15.5
2022,3,28,12,10.42,35.02,15.26
2022,3,28,13,8.48,35.55,15.01
2022,3,28,14,6.52,35.65,14.77
2022,3,28,15,3.12,35.26,14.59
2022,3,28,16,0.75,34.19,14.77
2022,3,28,17,0.05,31.8,16.78
2022,3,28,18,0,29.43,17.58
2022,3,28,19,0,28.4,17.52
2022,3,28,20,0,27.64,17.94
2022,3,28,21,0,27.18,18.37
2022,3,28,22,0,26.84,18.62
2022,3,28,23,0,26.54,18.86
2022,3,29,0,0,26.3,18.98
2022,3,29,1,0,26.14,19.1
2022,3,29,2,0,26.01,19.1
2022,3,29,3,0,25.88,19.17
2022,3,29,4,0,25.82,19.1
2022,3,29,5,0,25.61,18.92
2022,3,29,6,0.08,26.16,18.62
2022,3,29,7,1.05,28.05,17.58
2022,3,29,8,3.5,30.3,16.6
2022,3,29,9,6.42,32.43,15.81
2022,3,29,10,8.6,34.44,15.26
2022,3,29,11,11.55,35.94,14.77
2022,3,29,12,11.25,36.77,14.47
